10	NULL	title	Apophthegmata Patrum Sahidic 25 Pambo
10	NULL	translation	Amir Zeldes
10	NULL	version_date	14 July 2014
10	NULL	version_n	1.1
11	NULL	annotation	Elizabeth Platte, Caroline T. Schroeder
11	NULL	author	anonymous
11	NULL	collection	Papyrussammlung
11	NULL	Coptic_edition	Chaîne (1960), § 23,24 (Fragments de Vienne),p. 5
11	NULL	corpus	apophthegmata.patrum
11	NULL	Greek_source	Περὶ τοῦ ἀββᾶ Κασιανοῦ (ζ)
11	NULL	idno	K 0321
11	NULL	language	Sahidic Coptic
11	NULL	license	CC-BY 3.0
11	NULL	msName	MONB.EG
11	NULL	pages_from	67
11	NULL	pages_to	67
11	NULL	project	Coptic SCRIPTORIUM
11	NULL	repository	Österreichische Nationalbibliothek
11	NULL	title	Apophthegmata Patrum Sahidic 26 Cassian 7 (68)
11	NULL	translation	Caroline T. Schroeder
11	NULL	version_date	14 July 2014
11	NULL	version_n	1.1
12	NULL	annotation	Lauren McDermott, Caroline T. Schroeder, Amir Zeldes
12	NULL	author	anonymous
12	NULL	collection	Papyrussammlung
12	NULL	Coptic_edition	Chaîne (1960), § 34 (Fragments de Vienne), p. 6
12	NULL	corpus	apophthegmata.patrum
12	NULL	Greek_source	Περὶ τοῦ ἀββᾶ Θεοδώρου τοῦ τῆς Φέρμης (β)
12	NULL	idno	K 0321
12	NULL	language	Sahidic Coptic
12	NULL	license	CC-BY 3.0
12	NULL	msName	MONB.EG
12	NULL	pages_from	73
12	NULL	pages_to	73
12	NULL	project	Coptic SCRIPTORIUM
12	NULL	repository	Österreichische Nationalbibliothek
12	NULL	title	Apophthegmata Patrum Sahidic 34 Theodorus
12	NULL	translation	Amir Zeldes
12	NULL	version_date	14 July 2014
12	NULL	version_n	1.1
13	NULL	annotation	Caroline T. Schroeder, Janet Timbie, Amir Zeldes
13	NULL	author	anonymous
13	NULL	collection	Oriental Manuscripts
13	NULL	Coptic_edition	Chaîne (1960), § 42 (Fragment de Londres)
13	NULL	corpus	apophthegmata.patrum
13	NULL	Greek_source	Περὶ τῆς ἀμμᾶς Σάῤῥας (γ)
13	NULL	idno	Or. 3581A (44) f. 2r
13	NULL	language	Sahidic Coptic
13	NULL	license	CC-BY 3.0
13	NULL	msName	MONB.EG
13	NULL	pages_from	80
13	NULL	pages_to	80
13	NULL	project	Coptic SCRIPtorIuM
13	NULL	repository	British Library
13	NULL	title	Apophthegmata Patrum Sahidic 42 Sarah
13	NULL	translation	Amir Zeldes
13	NULL	version_date	14 July 2014
13	NULL	version_n	1.1
14	NULL	annotation	Lauren McDermott, Caroline T. Schroeder, Amir Zeldes
14	NULL	author	anonymous
14	NULL	collection	Oriental Manuscripts
14	NULL	Coptic_edition	Chaîne (1960), § 53 (Fragment de Londres), p. 12
14	NULL	corpus	apophthegmata.patrum
14	NULL	Greek_source	Περὶ τοῦ ἀββᾶ Ἀμμωνᾶ  (δ)
14	NULL	idno	Or. 3581A (44) f. 1r
14	NULL	language	Sahidic Coptic
14	NULL	license	CC-BY 3.0
14	NULL	msName	MONB.EG
14	NULL	pages_from	109
14	NULL	pages_to	109
14	NULL	project	Coptic SCRIPTORIUM
14	NULL	repository	British Library
14	NULL	title	Apophthegmata Patrum Sahidic 53 Ammona
14	NULL	translation	Amir Zeldes
14	NULL	version_date	14 July 2014
14	NULL	version_n	1.1
15	NULL	annotation	CarolineT. Schroeder, Janet Timbie, Amir Zeldes
15	NULL	author	anonymous
15	NULL	collection	Papyrussammlung
15	NULL	Coptic_edition	Chaîne (1960), § 90 (Fragments de Vienne)
15	NULL	corpus	apophthegmata.patrum
15	NULL	Greek_source	Περὶ τοῦ ἀββᾶ ᾿Ολυμπίου (α)
15	NULL	idno	K 09563
15	NULL	language	Sahidic Coptic
15	NULL	license	CC-BY 3.0
15	NULL	msName	MONB.EG
15	NULL	pages_from	61
15	NULL	pages_to	61
15	NULL	project	Coptic SCRIPtorIuM
15	NULL	repository	Österreichische Nationalbibliothek
15	NULL	title	Apophthegmata Patrum 90 Olympius
15	NULL	translation	Amir Zeldes
15	NULL	version_date	14 July 2014
15	NULL	version_n	1.1
